Family,Species,kmax,lon,lat,sizemax,sstmean,method,species,source
Lethrinidae,Lethrinus obsoletus,0.08963725,145.7,15.25,60,28.69369987,Otolith rings,Lethrinus_obsoletus,Morais_fishbase
Lethrinidae,Lethrinus olivaceus,0.155996517,150.7,-2.6,100,30.46326909,Scale rings,Lethrinus_olivaceus,Morais_fishbase
Lethrinidae,Lethrinus olivaceus,0.13683833,42.5,15,100,29.01699532,Unknown,Lethrinus_olivaceus,Morais_fishbase
Lethrinidae,Lethrinus olivaceus,0.196311749,-149.9,-17.47,100,28.24027271,Otolith rings,Lethrinus_olivaceus,Morais_fishbase
Lethrinidae,Lethrinus olivaceus,0.082320808,47,13,100,28.41075251,Scale rings,Lethrinus_olivaceus,Morais_fishbase
Lethrinidae,Lethrinus rubrioperculatus,0.09122039,145.5,14.5,50,28.82974796,Otolith rings,Lethrinus_rubrioperculatus,Morais_fishbase
Lutjanidae,Aprion virescens,0.155174975,166.4,-22.4,112,24.71902689,Otolith rings,Aprion_virescens,Morais_fishbase
Lutjanidae,Aprion virescens,0.204637027,55.5,-4.5,112,28.51449454,Unknown,Aprion_virescens,Morais_fishbase
Lutjanidae,Aprion virescens,0.078662634,55.5,-4.5,112,28.51449454,Otolith rings,Aprion_virescens,Morais_fishbase
Lutjanidae,Lutjanus alexandrei,0.103078761,-34.8,-8.25,45,27.65323366,Otolith rings,Lutjanus_alexandrei,Morais_fishbase
Lutjanidae,Lutjanus analis,0.193163687,-82.36,23.17,94,27.78804973,Otolith rings,Lutjanus_analis,Morais_fishbase
Lutjanidae,Lutjanus analis,0.112249079,-78.6,22.6,94,27.39316383,Otolith rings,Lutjanus_analis,Morais_fishbase
Lutjanidae,Lutjanus analis,0.125136042,-80.5,28.5,94,24.67898748,Otolith rings,Lutjanus_analis,Morais_fishbase
Lutjanidae,Lutjanus analis,0.15676168,-82.36,23.17,94,27.78804973,Otolith rings,Lutjanus_analis,Morais_fishbase
Lutjanidae,Lutjanus analis,0.200143033,-82.36,23.17,94,27.78804973,Otolith rings,Lutjanus_analis,Morais_fishbase
Lutjanidae,Lutjanus analis,0.260185943,-82.36,23.17,94,27.78804973,Otolith rings,Lutjanus_analis,Morais_fishbase
Lutjanidae,Lutjanus analis,0.209025298,-67,10.7,94,27.13249719,Other rings,Lutjanus_analis,Morais_fishbase
Lutjanidae,Lutjanus analis,0.133976902,-80.5,28.5,94,24.67898748,Otolith rings,Lutjanus_analis,Morais_fishbase
Lutjanidae,Lutjanus analis,0.047046644,-34.6,-8,94,27.53399959,Otolith rings,Lutjanus_analis,Morais_fishbase
Lutjanidae,Lutjanus apodus,0.083155321,-64.69,18.33,67.2,27.87900795,Mark-recapture,Lutjanus_apodus,Morais_fishbase
Lutjanidae,Lutjanus argentimaculatus,0.047932833,152.6,-3,120,30.31073564,Otolith rings,Lutjanus_argentimaculatus,Morais_fishbase
Lutjanidae,Lutjanus bohar,0.04702511,166.4,-22.4,90,24.71902689,Otolith rings,Lutjanus_bohar,Morais_fishbase
Lutjanidae,Lutjanus bohar,0.244358593,150.7,-2.6,90,30.46326909,Unknown,Lutjanus_bohar,Morais_fishbase
Lutjanidae,Lutjanus bohar,0.132998554,39.7,-4.07,90,27.43391407,Scale rings,Lutjanus_bohar,Morais_fishbase
Lutjanidae,Lutjanus bohar,0.162553788,55.5,-4.5,90,28.51449454,Unknown,Lutjanus_bohar,Morais_fishbase
Lutjanidae,Lutjanus bohar,0.046493783,147.5,-18.5,90,26.55649216,Otolith rings,Lutjanus_bohar,Morais_fishbase
Lutjanidae,Lutjanus bohar,0.038910342,-162.15,5.88,90,28.44501644,Otolith rings,Lutjanus_bohar,Morais_fishbase
Lutjanidae,Lutjanus carponotatus,0.248515984,145.4,-14.7,40,26.86426235,Otolith rings,Lutjanus_carponotatus,Morais_fishbase
Lutjanidae,Lutjanus carponotatus,0.259601567,147.5,-18.5,40,26.55649216,Otolith rings,Lutjanus_carponotatus,Morais_fishbase
Lutjanidae,Lutjanus carponotatus,0.286912538,146.48,-18.6,40,26.56020845,Otolith rings,Lutjanus_carponotatus,Morais_fishbase
Lutjanidae,Lutjanus carponotatus,0.725388246,150.7,-2.6,40,30.46326909,Unknown,Lutjanus_carponotatus,Morais_fishbase
Lutjanidae,Lutjanus cyanopterus,0.045312433,-82.36,23.17,160,27.78804973,Unknown,Lutjanus_cyanopterus,Morais_fishbase
Lutjanidae,Lutjanus ehrenbergii,0.386966084,54.3,24.6,35,27.90561866,Otolith rings,Lutjanus_ehrenbergii,Morais_fishbase
Lutjanidae,Lutjanus erythropterus,0.212113493,145.8,-16.5,81.6,27.0046364,Otolith rings,Lutjanus_erythropterus,Morais_fishbase
Lutjanidae,Lutjanus erythropterus,0.161252951,136,-10.5,81.6,28.33449715,Other rings,Lutjanus_erythropterus,Morais_fishbase
Lutjanidae,Lutjanus erythropterus,0.184049502,147.5,-18.5,81.6,26.55649216,Otolith rings,Lutjanus_erythropterus,Morais_fishbase
Lutjanidae,Lutjanus fulviflamma,0.392723878,54.3,24.6,35,27.90561866,Otolith rings,Lutjanus_fulviflamma,Morais_fishbase
Lutjanidae,Lutjanus fulviflamma,0.193814773,166.4,-22.4,35,24.71902689,Otolith rings,Lutjanus_fulviflamma,Morais_fishbase
Lutjanidae,Lutjanus fulviflamma,0.098152164,39.8,-7.95,35,27.98662856,Otolith rings,Lutjanus_fulviflamma,Morais_fishbase
Lutjanidae,Lutjanus gibbus,0.277587513,150.7,-2.6,50,30.46326909,Unknown,Lutjanus_gibbus,Morais_fishbase
Lutjanidae,Lutjanus griseus,0.056064571,-80.9,25.1,89,28.03616397,Unknown,Lutjanus_griseus,Morais_fishbase
Lutjanidae,Lutjanus griseus,0.075635334,-76,21.3,89,27.46790091,Otolith rings,Lutjanus_griseus,Morais_fishbase
Lutjanidae,Lutjanus griseus,0.085273588,-82.36,23.17,89,27.78804973,Otolith rings,Lutjanus_griseus,Morais_fishbase
Lutjanidae,Lutjanus griseus,0.04581346,-79,21.2,89,28.18365229,Otolith rings,Lutjanus_griseus,Morais_fishbase
Lutjanidae,Lutjanus griseus,0.1,-80.5,28.5,89,24.67898748,Otolith rings,Lutjanus_griseus,Morais_fishbase
Lutjanidae,Lutjanus griseus,0.058319859,-80.8,24.9,89,27.06079248,Otolith rings,Lutjanus_griseus,Morais_fishbase
Lutjanidae,Lutjanus griseus,0.104128709,-81.2,30.3,89,22.88243962,Otolith rings,Lutjanus_griseus,Morais_fishbase
Lutjanidae,Lutjanus jocu,0.045369658,-78.6,22.6,128,27.39316383,Otolith rings,Lutjanus_jocu,Morais_fishbase
Lutjanidae,Lutjanus jocu,0.033041042,-34.6,-8,128,27.53399959,Otolith rings,Lutjanus_jocu,Morais_fishbase
Lutjanidae,Lutjanus johnii,0.11580458,93.1,13,97,29.06545927,Scale rings,Lutjanus_johnii,Morais_fishbase
Lutjanidae,Lutjanus johnii,0.194035607,114,-3.5,97,30.42377524,Unknown,Lutjanus_johnii,Morais_fishbase
Lutjanidae,Lutjanus kasmira,0.125173671,166.4,-22.4,40,24.71902689,Otolith rings,Lutjanus_kasmira,Morais_fishbase
Lutjanidae,Lutjanus kasmira,0.227953735,145.5,14.5,40,28.82974796,Otolith rings,Lutjanus_kasmira,Morais_fishbase
Lutjanidae,Lutjanus kasmira,0.205739417,-171.7,-13.8,40,29.31519687,Otolith rings,Lutjanus_kasmira,Morais_fishbase
Lutjanidae,Lutjanus kasmira,0.222714758,-171.7,-13.8,40,29.31519687,Otolith rings,Lutjanus_kasmira,Morais_fishbase
Lutjanidae,Lutjanus kasmira,0.18162441,-158,21.2,40,25.81119856,Unknown,Lutjanus_kasmira,Morais_fishbase
Lutjanidae,Lutjanus mahogoni,0.171389405,-80.5,28.5,48,24.67898748,Unknown,Lutjanus_mahogoni,Morais_fishbase
Lutjanidae,Lutjanus monostigma,0.198875815,150.7,-2.6,60,30.46326909,Unknown,Lutjanus_monostigma,Morais_fishbase
Lutjanidae,Lutjanus quinquelineatus,0.091173688,166.4,-22.4,38,24.71902689,Otolith rings,Lutjanus_quinquelineatus,Morais_fishbase
Lutjanidae,Lutjanus quinquelineatus,0.089232112,147.5,-18.5,38,26.55649216,Otolith rings,Lutjanus_quinquelineatus,Morais_fishbase
Lutjanidae,Lutjanus quinquelineatus,0.12349312,147.5,-18.5,38,26.55649216,Otolith rings,Lutjanus_quinquelineatus,Morais_fishbase
Lutjanidae,Lutjanus quinquelineatus,0.050782281,147.5,-18.5,38,26.55649216,Otolith rings,Lutjanus_quinquelineatus,Morais_fishbase
Lutjanidae,Lutjanus quinquelineatus,0.094574968,147.5,-18.5,38,26.55649216,Otolith rings,Lutjanus_quinquelineatus,Morais_fishbase
Lutjanidae,Lutjanus quinquelineatus,0.073521477,147.5,-18.5,38,26.55649216,Otolith rings,Lutjanus_quinquelineatus,Morais_fishbase
Lutjanidae,Lutjanus quinquelineatus,0.089885799,147.5,-18.5,38,26.55649216,Otolith rings,Lutjanus_quinquelineatus,Morais_fishbase
Lutjanidae,Lutjanus rivulatus,0.15815832,150.7,-2.6,80,30.46326909,Unknown,Lutjanus_rivulatus,Morais_fishbase
Lutjanidae,Lutjanus sebae,0.104836128,145.8,-16.5,121,27.0046364,Otolith rings,Lutjanus_sebae,Morais_fishbase
Lutjanidae,Lutjanus sebae,0.03833425,121,-18,121,28.36750329,Otolith rings,Lutjanus_sebae,Morais_fishbase
Lutjanidae,Lutjanus sebae,0.106015315,147.5,-18.5,121,26.55649216,Otolith rings,Lutjanus_sebae,Morais_fishbase
Lutjanidae,Lutjanus sebae,0.07814183,47,13,121,28.41075251,Scale rings,Lutjanus_sebae,Morais_fishbase
Lutjanidae,Lutjanus sebae,0.057775233,136,-10.5,121,28.33449715,Other rings,Lutjanus_sebae,Morais_fishbase
Lutjanidae,Lutjanus sebae,0.148933395,55.5,-4.5,121,28.51449454,Unknown,Lutjanus_sebae,Morais_fishbase
Lutjanidae,Lutjanus sebae,0.075758162,132,-10.5,121,28.89249818,Other rings,Lutjanus_sebae,Morais_fishbase
Lutjanidae,Lutjanus sebae,0.057489554,147.5,-18.5,121,26.55649216,Otolith rings,Lutjanus_sebae,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.256482828,-61.3,10.9,60,27.52954056,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.256040863,-61,11,60,28.20000125,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.156464545,-37.7,-4,60,27.74894591,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.064639338,-82.36,23.17,60,27.78804973,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.137849568,-79,21.2,60,28.18365229,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.088744556,-80.5,28.5,60,24.67898748,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.095125997,-79,21.2,60,28.18365229,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.066932708,-79,21.2,60,28.18365229,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.073448547,-79,21.2,60,28.18365229,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.166153482,-79,21.2,60,28.18365229,Unknown,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.159179658,-79,21.2,60,28.18365229,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.14817742,-84.4,22.5,60,27.85690493,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.156441507,-79,21.2,60,28.18365229,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.148930176,-89.7,21.3,60,26.93516818,Unknown,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.119219432,-89.7,21.3,60,26.93516818,Scale rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.07172878,-89.7,21.3,60,26.93516818,Scale rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.091780808,-89.7,21.3,60,26.93516818,Scale rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.11753065,-64.8,32.35,60,22.99665027,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.038776464,-38.5,-18.5,60,26.11874864,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.044256465,-38.5,-18.5,60,26.11874864,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus synagris,0.068346027,-34.6,-8,60,27.53399959,Otolith rings,Lutjanus_synagris,Morais_fishbase
Lutjanidae,Lutjanus vitta,0.272708529,136,-10.5,40,28.33449715,Other rings,Lutjanus_vitta,Morais_fishbase
Lutjanidae,Lutjanus vitta,0.315080912,147.5,-18.5,40,26.55649216,Otolith rings,Lutjanus_vitta,Morais_fishbase
Lutjanidae,Lutjanus vitta,0.168433009,166.4,-22.4,40,24.71902689,Otolith rings,Lutjanus_vitta,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.057797565,-82.36,23.17,86.3,27.78804973,Otolith rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.055899206,-82.36,23.17,86.3,27.78804973,Other rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.109226815,-83.75,22.85,86.3,27.85339281,Otolith rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.118167943,-82.4,22.4,86.3,27.97445834,Otolith rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.082072054,-80.8,24.9,86.3,27.06079248,Otolith rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.052266242,-65.7,18.1,86.3,27.97209653,Otolith rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.093446292,-84.4,22.5,86.3,27.85690493,Other rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.077547132,-76,21.3,86.3,27.46790091,Otolith rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.047773747,-89.7,21.3,86.3,26.93516818,Scale rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.042474158,-89.7,21.3,86.3,26.93516818,Scale rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.064248251,-38.5,-18.5,86.3,26.11874864,Otolith rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.114831841,-34.7,-8.1,86.3,27.55513782,Otolith rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Ocyurus chrysurus,0.038985166,-34.6,-8,86.3,27.53399959,Otolith rings,Ocyurus_chrysurus,Morais_fishbase
Lutjanidae,Symphorus nematophorus,0.124385643,150.7,-2.6,118.8,30.46326909,Unknown,Symphorus_nematophorus,Morais_fishbase
Megalopidae,Megalops atlanticus,0.05745367,-37.7,-4,320,27.74894591,Otolith rings,Megalops_atlanticus,Morais_fishbase
Megalopidae,Megalops atlanticus,0.041739176,-80.8,24.9,320,27.06079248,Otolith rings,Megalops_atlanticus,Morais_fishbase
Monacanthidae,Stephanolepis hispidus,0.356353968,-15.3,28,27.5,20.91479733,Other rings,Stephanolepis_hispidus,Morais_fishbase
Monacanthidae,Stephanolepis hispidus,0.359588536,-15.3,28,27.5,20.91479733,Other rings,Stephanolepis_hispidus,Morais_fishbase
Mugilidae,Mugil cephalus,0.044356977,176,-36,117.5,18.16900708,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.067949212,86.6,20,117.5,27.95754924,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.024402439,-97.4,21.3,117.5,27.10269422,Otolith rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.06125526,119.5,24,117.5,24.66926915,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.028028441,119.5,24,117.5,24.66926915,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.047947406,119.5,24,117.5,24.66926915,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.061678468,-85.1,25.6,117.5,26.97070339,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.051156336,-85.1,25.6,117.5,26.97070339,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.032303447,-95,29,117.5,23.39824594,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.038142405,11,35,117.5,21.00000263,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.04545633,4.95,43.35,117.5,17.13069805,Otolith rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.040189217,4.95,43.35,117.5,17.13069805,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.08265005,27.9,40.6,117.5,16.42133126,Otolith rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.055154835,11,35,117.5,21.00000263,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.041955327,15.3,43.6,117.5,18.48204178,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.024970092,-93.3,15.4,117.5,30.06093352,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.051551383,-97.4,21.3,117.5,27.10269422,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.039738335,-97,24,117.5,26.40699951,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.048474902,14.2,44.8,117.5,17.09957143,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.067923841,113.5,-25,117.5,22.85976917,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.047900337,12.4,45.4,117.5,17.21837374,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.092594326,11.25,42.4,117.5,18.90460126,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.153244818,11,35,117.5,21.00000263,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.137154032,29.9,31.3,117.5,22.37502829,Scale rings,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil cephalus,0.070360045,119.5,24,117.5,24.66926915,Unknown,Mugil_cephalus,Morais_fishbase
Mugilidae,Mugil curema,0.03088725,-97.4,21.3,90,27.10269422,Otolith rings,Mugil_curema,Morais_fishbase
Mugilidae,Mugil curema,0.114209507,-84.9,9.7,90,29.10100514,Unknown,Mugil_curema,Morais_fishbase
Mugilidae,Mugil curema,0.030474276,-82.36,23.17,90,27.78804973,Other rings,Mugil_curema,Morais_fishbase
Mullidae,Mulloidichthys flavolineatus,0.10279658,34.93,29.5,43,24.2409014,Unknown,Mulloidichthys_flavolineatus,Morais_fishbase
Mullidae,Mulloidichthys flavolineatus,0.155738146,34.93,29.5,43,24.2409014,Unknown,Mulloidichthys_flavolineatus,Morais_fishbase
Mullidae,Mulloidichthys flavolineatus,0.405945477,-157.78,21.44,43,25.51690745,Mark-recapture,Mulloidichthys_flavolineatus,Morais_fishbase
Mullidae,Mulloidichthys martinicus,0.257731229,-77.3,17.7,39.4,28.48861941,Scale rings,Mulloidichthys_martinicus,Morais_fishbase
Mullidae,Mulloidichthys vanicolensis,0.468983121,34.93,29.5,38,24.2409014,Unknown,Mulloidichthys_vanicolensis,Morais_fishbase
Mullidae,Parupeneus barberinus,0.053598598,34.93,29.5,60,24.2409014,Scale rings,Parupeneus_barberinus,Morais_fishbase
Mullidae,Parupeneus chrysopleuron,0.079602057,119.5,24,55,24.66926915,Unknown,Parupeneus_chrysopleuron,Morais_fishbase
Mullidae,Parupeneus heptacanthus,0.201187493,114,9,36,28.96700181,Unknown,Parupeneus_heptacanthus,Morais_fishbase
Mullidae,Parupeneus heptacanthus,0.338968062,34.93,29.5,36,24.2409014,Scale rings,Parupeneus_heptacanthus,Morais_fishbase
Mullidae,Parupeneus multifasciatus,0.743925453,-157.78,21.44,35,25.51690745,Unknown,Parupeneus_multifasciatus,Morais_fishbase
Mullidae,Parupeneus porphyreus,0.634483526,-158,21.2,51,25.81119856,Unknown,Parupeneus_porphyreus,Morais_fishbase
Mullidae,Pseudupeneus maculatus,0.448703003,-77.3,17.7,30,28.48861941,Scale rings,Pseudupeneus_maculatus,Morais_fishbase
Mullidae,Pseudupeneus maculatus,0.408079356,-34.6,-8,30,27.53399959,Unknown,Pseudupeneus_maculatus,Morais_fishbase
Muraenidae,Muraena augusti,0.261275422,-15.3,28,90,20.91479733,Otolith rings,Muraena_augusti,Morais_fishbase
Nemipteridae,Scolopsis lineata,0.9676992,101,9.5,23,29.66124687,Mark-recapture,Scolopsis_lineata,Morais_fishbase
Pinguipedidae,Parapercis clathrata,0.427305883,113.95,-21.93,24,25.66910135,Otolith rings,Parapercis_clathrata,Morais_fishbase
Pinguipedidae,Parapercis cylindrica,0.688255348,146.48,-18.6,23,26.56020845,Otolith rings,Parapercis_cylindrica,Morais_fishbase
Pinguipedidae,Parapercis cylindrica,0.474030584,152.1,-23.5,23,24.7299718,Otolith rings,Parapercis_cylindrica,Morais_fishbase
Pinguipedidae,Parapercis hexophtalma,0.241491285,166.4,-22.4,29,24.71902689,Otolith rings,Parapercis_hexophtalma,Morais_fishbase
Pomacanthidae,Centropyge bicolor,0.622885652,145.4,-14.7,14,26.86426235,Otolith rings,Centropyge_bicolor,Morais_fishbase
Pomacanthidae,Pomacanthus paru,0.294752952,-64.69,18.33,41.1,27.87900795,Mark-recapture,Pomacanthus_paru,Morais_fishbase
Pomacanthidae,Pomacanthus paru,0.090971395,-34.7,-7.8,41.1,27.64920316,Otolith rings,Pomacanthus_paru,Morais_fishbase
Pomacanthidae,Pomacanthus sexstriatus,0.055275165,145.4,-14.7,46,26.86426235,Otolith rings,Pomacanthus_sexstriatus,Morais_fishbase
Pomacentridae,Acanthochromis polyacanthus,0.521511389,146.48,-18.6,14,26.56020845,Otolith rings,Acanthochromis_polyacanthus,Morais_fishbase
Pomacentridae,Acanthochromis polyacanthus,0.720235641,146.43,-18.81,14,26.53234691,Otolith rings,Acanthochromis_polyacanthus,Morais_fishbase
Pomacentridae,Acanthochromis polyacanthus,0.672378447,146.54,-18.85,14,26.44998141,Otolith rings,Acanthochromis_polyacanthus,Morais_fishbase
Pomacentridae,Acanthochromis polyacanthus,0.804556431,146.7,-18.4,14,26.56658156,Otolith rings,Acanthochromis_polyacanthus,Morais_fishbase
Pomacentridae,Acanthochromis polyacanthus,0.813881499,146.75,-18.23,14,26.57654572,Otolith rings,Acanthochromis_polyacanthus,Morais_fishbase
Pomacentridae,Acanthochromis polyacanthus,1.059377276,147.43,-18.5,14,26.60364369,Otolith rings,Acanthochromis_polyacanthus,Morais_fishbase
Pomacentridae,Acanthochromis polyacanthus,1.082264703,147.03,-18.21,14,26.63395915,Otolith rings,Acanthochromis_polyacanthus,Morais_fishbase
Pomacentridae,Acanthochromis polyacanthus,1.057735137,146.85,-18.05,14,26.6433438,Otolith rings,Acanthochromis_polyacanthus,Morais_fishbase
Pomacentridae,Acanthochromis polyacanthus,1.164532716,147.39,-18.27,14,26.79544904,Otolith rings,Acanthochromis_polyacanthus,Morais_fishbase
Pomacentridae,Amphiprion chrysopterus,0.322603144,162.2,11.5,17,28.52884867,Mark-recapture,Amphiprion_chrysopterus,Morais_fishbase
Pomacentridae,Amphiprion melanopus,0.278418173,162.2,11.5,12,28.52884867,Mark-recapture,Amphiprion_melanopus,Morais_fishbase
Pomacentridae,Amphiprion perideraion,0.447859482,162.2,11.5,10,28.52884867,Mark-recapture,Amphiprion_perideraion,Morais_fishbase
Pomacentridae,Chromis margaritifer,0.292431983,-157.5,2,9,27.88374093,Otolith rings,Chromis_margaritifer,Morais_fishbase
Pomacentridae,Chromis margaritifer,0.294177552,-162.15,5.88,9,28.44501644,Otolith rings,Chromis_margaritifer,Morais_fishbase
Pomacentridae,Chromis ternatensis,2.387066351,34.93,29.5,10,24.2409014,Mark-recapture,Chromis_ternatensis,Morais_fishbase
Pomacentridae,Chromis verater,0.491785452,-171.7,25.8,19.904,24.83742968,Otolith rings,Chromis_verater,Morais_fishbase
Pomacentridae,Chromis verater,0.873319108,-171.7,25.8,19.904,24.83742968,Otolith rings,Chromis_verater,Morais_fishbase
Pomacentridae,Chromis verater,0.449745788,-157.78,21.44,19.904,25.51690745,Otolith rings,Chromis_verater,Morais_fishbase
Pomacentridae,Chromis verater,0.636923112,-157.78,21.44,19.904,25.51690745,Otolith rings,Chromis_verater,Morais_fishbase
Pomacentridae,Chromis verater,0.742000053,-169.5,16.7,19.904,26.76565034,Otolith rings,Chromis_verater,Morais_fishbase
Pomacentridae,Chromis verater,0.575093224,-169.5,16.7,19.904,26.76565034,Otolith rings,Chromis_verater,Morais_fishbase
Pomacentridae,Dascyllus albisella,1.031565526,-171.7,25.8,13,24.83742968,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Dascyllus albisella,0.485016828,-171.7,25.8,13,24.83742968,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Dascyllus albisella,0.46720228,-157.78,21.44,13,25.51690745,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Dascyllus albisella,1.058506075,-169.5,16.7,13,26.76565034,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Dascyllus albisella,1.03880812,-169.5,16.7,13,26.76565034,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Parma microlepis,0.39073513,151.24,-34.05,17.8,20.23987435,Otolith rings,Parma_microlepis,Morais_fishbase
Pomacentridae,Plectroglyphidodon dickii,0.180997498,-157.5,2,11,27.88374093,Otolith rings,Plectroglyphidodon_dickii,Morais_fishbase
Pomacentridae,Plectroglyphidodon dickii,0.173726823,-162.15,5.88,11,28.44501644,Otolith rings,Plectroglyphidodon_dickii,Morais_fishbase
Pomacentridae,Pomacentrus moluccensis,0.199818843,151.9,-23.4,9,24.70304363,Otolith rings,Pomacentrus_moluccensis,Morais_fishbase
Pomacentridae,Pomacentrus wardi,0.401016599,151.9,-23.4,9.9,24.70304363,Otolith rings,Pomacentrus_wardi,Morais_fishbase
Pomacentridae,Stegastes acapulcoensis,0.593592929,-90.9,-0.2,17,23.52014042,Otolith rings,Stegastes_acapulcoensis,Morais_fishbase
Pomacentridae,Stegastes acapulcoensis,0.720699015,-79,8.4,17,28.50279257,Otolith rings,Stegastes_acapulcoensis,Morais_fishbase
Pomacentridae,Stegastes arcifrons,0.449418551,-90.9,-0.2,16.35387,23.52014042,Otolith rings,Stegastes_arcifrons,Morais_fishbase
Pomacentridae,Stegastes beebei,0.313494179,-90.7,0.6,18.61695,24.27761574,Otolith rings,Stegastes_beebei,Morais_fishbase
Pomacentridae,Stegastes beebei,0.438609329,-90.9,-0.2,18.61695,23.52014042,Otolith rings,Stegastes_beebei,Morais_fishbase
